Nanometer,Radiance(mW/m2/nm)
1330.14,392.73
1330.32,393.26
1330.49,393.61
1330.67,394.12
1330.85,394.43
1331.03,394.25
1331.2,393.59
1331.38,392.2
1331.56,390.55
1331.73,388.98
1331.91,387.5
1332.09,386.46
1332.27,386.39
1332.44,387.27
1332.62,388.76
1332.8,390.38
1332.98,392.14
1333.16,393.73
1333.33,394.51
1333.51,394.61
1333.69,394.58
1333.87,394.53
1334.05,394.46
1334.22,394.41
1334.4,394.4
1334.58,394.31
1334.76,393.79
1334.94,393.06
1335.11,392.39
1335.29,391.68
1335.47,391.01
1335.65,390.74
1335.83,390.94
1336.01,391.46
1336.18,391.99
1336.36,392.43
1336.54,392.75
1336.72,392.7
1336.9,392.17
1337.08,391.59
1337.26,391.01
1337.44,390.52
1337.61,390.22
1337.79,390.01
1337.97,389.76
1338.15,389.56
1338.33,389.23
1338.51,388.52
1338.69,387.22
1338.87,385.61
1339.05,384.09
1339.23,382.74
1339.41,381.75
1339.58,381.6
1339.76,382.34
1339.94,383.65
1340.12,385.23
1340.3,386.76
1340.48,387.96
1340.66,388.64
1340.84,388.68
1341.02,388.34
1341.2,387.84
1341.38,387.47
1341.56,387.25
1341.74,387.09
1341.92,387.1
1342.1,387.26
1342.28,387.44
1342.46,387.5
1342.64,387.38
1342.82,387.23
1343.0,387.07
1343.18,386.87
1343.36,386.76
1343.54,386.78
1343.72,386.96
1343.91,387.31
1344.09,387.64
1344.27,387.87
1344.45,388.02
1344.63,387.95
1344.81,387.64
1344.99,387.2
1345.17,386.68
1345.35,386.01
1345.53,385.26
1345.71,384.65
1345.9,384.2
1346.08,383.89
1346.26,383.84
1346.44,384.07
1346.62,384.46
1346.8,384.79
1346.98,385.01
1347.16,385.24
1347.35,385.32
1347.53,385.2
1347.71,385.09
1347.89,385.08
1348.07,385.06
1348.25,384.92
1348.44,384.73
1348.62,384.57
1348.8,384.27
1348.98,383.59
1349.16,382.76
1349.35,382.09
1349.53,381.35
1349.71,380.29
1349.89,379.34
1350.07,378.98
1350.26,378.83
1350.44,378.62
1350.62,378.75
1350.8,379.55
1350.99,380.38
1351.17,380.92
1351.35,381.51
1351.53,382.28
1351.72,382.82
1351.9,383.0
1352.08,383.1
1352.27,383.21
1352.45,383.12
1352.63,382.85
1352.81,382.54
1353.0,382.18
1353.18,381.78
1353.36,381.46
1353.55,381.23
1353.73,381.07
1353.91,380.92
1354.1,380.52
1354.28,379.87
1354.46,379.23
1354.65,378.24
1354.83,376.96
1355.01,375.99
1355.2,375.51
1355.38,375.2
1355.56,375.09
1355.75,375.41
1355.93,375.48
1356.12,374.83
1356.3,374.04
1356.48,373.47
1356.67,372.83
1356.85,372.42
1357.04,372.82
1357.22,373.67
1357.41,374.58
1357.59,375.5
1357.77,376.54
1357.96,377.21
1358.14,377.52
1358.33,377.65
1358.51,377.54
1358.7,377.05
1358.88,376.25
1359.06,375.27
1359.25,374.12
1359.43,373.07
1359.62,372.28
1359.8,372.15
1359.99,372.4
1360.17,372.98
1360.36,373.79
1360.54,374.92
1360.73,375.81
1360.92,376.33
1361.1,376.79
1361.29,377.17
1361.47,377.22
1361.66,376.93
1361.84,376.39
1362.03,375.35
1362.21,373.92
1362.4,372.52
1362.58,371.29
1362.77,370.3
1362.95,369.87
1363.14,370.12
1363.33,370.81
1363.51,371.66
1363.7,372.35
1363.88,372.69
1364.07,372.8
1364.26,372.71
1364.44,372.53
1364.63,372.42
1364.81,372.75
1365.0,373.28
1365.19,373.6
1365.37,373.64
1365.56,373.67
1365.75,373.51
1365.93,373.03
1366.12,372.39
1366.31,371.53
1366.49,370.8
1366.68,370.28
1366.87,369.86
1367.05,369.51
1367.24,369.57
1367.43,370.11
1367.61,370.58
1367.8,370.58
1367.99,370.24
1368.18,369.83
1368.36,368.85
1368.55,367.72
1368.74,366.74
1368.93,366.39
1369.11,366.3
1369.3,366.26
1369.49,366.18
1369.68,366.35
1369.86,366.42
1370.05,366.24
1370.24,366.05
1370.43,366.03
1370.61,365.95
1370.8,365.85
1370.99,365.92
1371.18,366.28
1371.37,366.55
1371.55,367.08
1371.74,367.93
1371.93,368.84
1372.12,369.56
1372.31,370.08
1372.49,370.3
1372.68,370.21
1372.87,370.01
1373.06,369.8
1373.25,369.68
1373.44,369.76
1373.63,369.67
1373.81,369.1
1374.0,368.22
1374.19,367.45
1374.38,366.57
1374.57,365.6
1374.76,364.98
1374.95,364.74
1375.14,364.28
1375.33,363.71
1375.52,363.09
1375.7,362.6
1375.89,361.7
1376.08,361.15
1376.27,361.14
1376.46,361.77
1376.65,362.55
1376.84,363.64
1377.03,364.64
1377.22,365.1
1377.41,365.1
1377.6,364.94
1377.79,364.85
1377.98,364.63
1378.17,364.63
1378.36,365.08
1378.55,365.73
1378.74,366.3
1378.93,366.74
1379.12,366.91
1379.31,366.58
1379.5,366.04
1379.69,365.47
1379.88,365.0
1380.07,364.64
1380.26,364.65
1380.45,364.77
1380.64,364.93
1380.83,365.06
1381.03,365.01
1381.21,364.43
1381.41,363.62
1381.6,362.74
1381.79,361.77
1381.98,360.77
1382.17,360.34
1382.36,360.32
1382.55,360.39
1382.74,360.48
1382.94,361.07
1383.13,361.67
1383.32,362.04
1383.51,362.33
1383.7,362.86
1383.89,363.32
1384.08,363.42
1384.28,363.14
1384.47,362.78
1384.66,362.09
1384.85,361.29
1385.04,360.62
1385.23,360.4
1385.43,360.52
1385.62,360.99
1385.81,361.32
1386.0,361.38
1386.19,361.4
1386.39,361.23
1386.58,360.72
1386.77,360.03
1386.96,359.93
1387.16,359.99
1387.35,359.99
1387.54,360.14
1387.73,360.65
1387.93,361.0
1388.12,361.1
1388.31,361.29
1388.5,361.59
1388.7,361.82
1388.89,361.79
1389.08,361.19
1389.28,360.06
1389.47,359.0
1389.66,357.94
1389.85,356.91
1390.05,356.27
1390.24,356.63
1390.43,357.31
1390.63,358.04
1390.82,358.89
1391.01,359.87
1391.21,360.31
1391.4,360.26
1391.59,360.1
1391.79,359.81
1391.98,359.37
1392.18,358.9
1392.37,358.54
1392.56,358.18
1392.76,357.87
1392.95,357.8
1393.15,357.79
1393.34,357.42
1393.53,356.88
1393.73,356.52
1393.92,356.17
1394.12,355.77
1394.31,355.52
1394.51,355.31
1394.7,355.11
1394.9,354.93
1395.09,354.8
1395.28,354.67
1395.48,354.83
1395.67,355.2
1395.87,355.58
1396.06,355.95
1396.26,356.42
1396.45,356.66
1396.65,356.69
1396.84,356.63
1397.04,356.63
1397.23,356.7
1397.43,356.82
1397.62,356.83
1397.82,356.75
1398.02,356.66
1398.21,356.48
1398.41,356.29
1398.6,356.16
1398.8,356.03
1398.99,355.37
1399.19,353.93
1399.38,352.37
1399.58,350.81
1399.78,349.08
1399.97,347.66
1400.17,347.12
1400.36,346.91
1400.56,347.09
1400.76,347.71
1400.95,348.64
1401.15,349.24
1401.34,350.04
1401.54,350.86
1401.74,351.58
1401.94,352.1
1402.13,352.49
1402.33,352.24
1402.53,351.63
1402.72,350.7
1402.92,349.88
1403.11,349.36
1403.31,349.28
1403.51,349.03
1403.71,349.28
1403.9,349.69
1404.1,349.95
1404.3,349.52
1404.49,349.55
1404.69,349.6
1404.89,349.55
1405.09,349.56
1405.28,350.28
1405.48,350.62
1405.68,350.58
1405.88,350.38
1406.07,350.21
1406.27,349.7
1406.47,349.35
1406.67,349.2
1406.86,349.07
1407.06,349.2
1407.26,349.48
1407.46,349.53
1407.66,349.27
1407.86,349.29
1408.05,349.26
1408.25,349.2
1408.45,349.22
1408.65,349.57
1408.85,349.78
1409.05,349.94
1409.24,350.1
1409.44,350.12
1409.64,349.92
1409.84,349.62
1410.04,349.27
1410.24,348.91
1410.44,348.55
1410.64,347.6
1410.83,345.64
1411.03,343.95
1411.23,342.07
1411.43,340.14
1411.63,338.61
1411.83,339.04
1412.03,339.6
1412.23,340.05
1412.43,340.84
1412.63,342.04
1412.83,342.34
1413.03,342.13
1413.23,342.53
1413.43,343.13
1413.63,343.65
1413.83,343.9
1414.03,344.4
1414.23,344.6
1414.43,344.61
1414.63,344.56
1414.83,345.09
1415.03,345.68
1415.23,345.98
1415.43,345.71
1415.63,345.46
1415.83,344.93
1416.03,344.1
1416.23,343.4
1416.43,343.49
1416.63,343.89
1416.83,344.32
1417.03,344.92
1417.23,345.7
1417.43,346.13
1417.64,345.99
1417.84,345.57
1418.04,345.18
1418.24,344.65
1418.44,343.75
1418.64,343.04
1418.84,342.83
1419.04,342.4
1419.24,341.52
1419.45,341.33
1419.65,341.33
1419.85,341.13
1420.05,340.88
1420.25,341.71
1420.45,342.31
1420.66,342.18
1420.86,341.09
1421.06,340.5
1421.26,339.53
1421.46,338.04
1421.67,336.45
1421.87,336.37
1422.07,335.89
1422.27,335.51
1422.47,335.42
1422.68,336.36
1422.88,336.46
1423.08,336.76
1423.29,336.57
1423.49,336.79
1423.69,336.63
1423.89,336.49
1424.1,336.17
1424.3,336.88
1424.5,337.46
1424.7,337.38
1424.91,337.26
1425.11,337.25
1425.31,336.13
1425.52,333.79
1425.72,332.49
1425.92,332.26
1426.13,332.31
1426.33,332.15
1426.53,332.79
1426.74,333.68
1426.94,333.71
1427.14,333.57
1427.35,333.79
1427.55,334.81
1427.76,335.42
1427.96,335.83
1428.16,335.71
1428.37,336.02
1428.57,335.21
1428.78,332.96
1428.98,330.64
1429.18,329.84
1429.39,329.09
1429.59,328.5
1429.8,329.8
1430.0,332.23
1430.21,333.22
1430.41,333.32
1430.61,334.1
1430.82,334.32
1431.03,333.56
1431.23,333.06
1431.43,333.99
1431.64,335.19
1431.84,336.43
1432.05,337.76
1432.25,339.17
1432.46,339.79
1432.67,339.4
1432.87,338.28
1433.07,337.21
1433.28,336.2
1433.49,335.08
1433.69,334.12
1433.9,334.02
1434.1,334.33
1434.31,334.69
1434.51,335.08
1434.72,335.58
1434.93,335.94
1435.13,335.99
1435.34,335.9
1435.54,335.6
1435.75,335.42
1435.96,335.38
1436.16,335.28
1436.37,335.1
1436.57,335.23
1436.78,335.69
1436.99,335.97
1437.19,335.98
1437.4,335.7
1437.61,335.6
1437.81,335.41
1438.02,335.13
1438.23,334.83
1438.44,335.34
1438.64,335.75
1438.85,335.89
1439.06,335.63
1439.26,334.66
1439.47,332.03
1439.68,327.98
1439.89,324.09
1440.09,320.44
1440.3,317.98
1440.51,317.3
1440.71,319.44
1440.92,322.52
1441.13,325.81
1441.34,327.92
1441.55,328.71
1441.75,328.05
1441.96,326.24
1442.17,323.87
1442.38,322.36
1442.58,322.8
1442.79,323.71
1443.0,324.86
1443.21,326.38
1443.42,327.81
1443.63,328.0
1443.83,326.85
1444.04,326.0
1444.25,325.36
1444.46,325.22
1444.67,325.18
1444.88,326.79
1445.09,328.37
1445.3,329.61
1445.5,330.34
1445.71,330.78
1445.92,329.98
1446.13,328.39
1446.34,327.42
1446.55,326.71
1446.76,326.23
1446.97,326.09
1447.18,326.92
1447.39,327.61
1447.6,328.17
1447.81,328.79
1448.02,329.31
1448.23,329.33
1448.44,329.17
1448.65,329.17
1448.85,329.13
1449.06,329.07
1449.28,328.63
1449.48,328.27
1449.7,327.42
1449.91,326.25
1450.12,325.1
1450.33,324.58
1450.54,323.4
1450.75,321.58
1450.96,321.05
1451.17,320.85
1451.38,320.31
1451.59,319.87
1451.8,321.37
1452.01,322.26
1452.22,323.05
1452.43,323.79
1452.64,324.67
1452.85,324.48
1453.07,324.09
1453.28,323.56
1453.49,322.96
1453.7,322.05
1453.91,321.02
1454.12,320.27
1454.33,319.75
1454.55,319.3
1454.76,319.4
1454.97,319.41
1455.18,319.29
1455.39,319.25
1455.6,319.34
1455.82,319.08
1456.03,319.48
1456.24,319.87
1456.45,320.26
1456.66,320.72
1456.88,321.4
1457.09,321.57
1457.3,321.93
1457.51,322.44
1457.73,322.99
1457.94,323.74
1458.15,324.61
1458.36,325.31
1458.58,325.43
1458.79,325.11
1459.0,324.8
1459.21,324.47
1459.43,323.77
1459.64,322.87
1459.85,322.31
1460.07,321.98
1460.28,321.71
1460.49,321.52
1460.71,321.57
1460.92,321.77
1461.13,321.34
1461.35,320.82
1461.56,320.49
1461.78,320.02
1461.99,318.83
1462.2,318.37
1462.42,317.99
1462.63,317.41
1462.84,316.92
1463.06,317.14
1463.27,316.57
1463.49,316.42
1463.7,316.81
1463.92,317.42
1464.13,317.86
1464.34,319.06
1464.56,319.48
1464.77,318.73
1464.99,318.06
1465.2,317.26
1465.42,315.95
1465.63,315.04
1465.85,315.79
1466.06,316.62
1466.28,317.79
1466.49,319.21
1466.71,320.36
1466.92,320.2
1467.14,319.36
1467.35,318.52
1467.57,317.45
1467.78,316.51
1468.0,316.04
1468.21,316.43
1468.43,316.93
1468.65,317.57
1468.86,318.49
1469.08,319.31
1469.29,319.56
1469.51,319.03
1469.72,318.08
1469.94,316.49
1470.16,314.92
1470.37,313.29
1470.59,312.28
1470.81,311.91
1471.02,312.54
1471.24,313.1
1471.45,313.34
1471.67,313.76
1471.89,313.67
1472.1,312.97
1472.32,311.96
1472.54,312.1
1472.75,311.65
1472.97,310.57
1473.19,309.28
1473.41,308.55
1473.62,307.36
1473.84,306.24
1474.06,306.73
1474.27,307.72
1474.49,308.11
1474.71,308.69
1474.93,309.5
1475.14,309.42
1475.36,308.64
1475.58,308.7
1475.8,309.02
1476.02,309.57
1476.23,309.96
1476.45,310.18
1476.67,310.01
1476.89,309.68
1477.1,309.07
1477.32,308.61
1477.54,308.22
1477.76,308.2
1477.98,308.15
1478.2,308.3
1478.42,308.49
1478.63,309.41
1478.85,310.71
1479.07,311.84
1479.29,312.6
1479.51,313.45
1479.73,313.82
1479.95,313.13
1480.17,311.71
1480.39,310.98
1480.6,310.13
1480.82,309.42
1481.04,308.97
1481.26,309.64
1481.48,310.0
1481.7,310.4
1481.92,310.55
1482.14,310.11
1482.36,309.41
1482.58,308.44
1482.8,307.05
1483.02,305.6
1483.24,306.01
1483.46,306.29
1483.68,306.64
1483.9,307.76
1484.12,309.85
1484.34,310.89
1484.56,311.58
1484.78,312.08
1485.0,312.47
1485.22,312.25
1485.44,311.54
1485.66,310.22
1485.88,309.5
1486.1,308.67
1486.33,307.87
1486.55,307.02
1486.77,306.61
1486.99,304.64
1487.21,299.7
1487.43,293.7
1487.65,288.35
1487.87,283.64
1488.09,279.9
1488.32,281.25
1488.54,286.36
1488.76,292.56
1488.98,298.54
1489.2,304.52
1489.43,308.11
1489.65,309.25
1489.87,308.94
1490.09,308.39
1490.31,308.12
1490.54,308.22
1490.76,307.87
1490.98,307.79
1491.2,307.55
1491.42,306.82
1491.65,306.17
1491.87,306.23
1492.09,306.07
1492.31,306.05
1492.54,306.96
1492.76,307.65
1492.98,307.78
1493.21,308.03
1493.43,308.46
1493.65,308.43
1493.88,308.54
1494.1,308.82
1494.32,308.86
1494.55,308.41
1494.77,308.0
1494.99,307.01
1495.21,304.8
1495.44,302.82
1495.66,301.25
1495.89,299.76
1496.11,298.4
1496.33,298.98
1496.56,299.37
1496.78,300.31
1497.01,301.23
1497.23,302.55
1497.45,303.0
1497.68,303.87
1497.9,303.96
1498.13,303.39
1498.35,303.05
1498.58,302.85
1498.8,302.3
1499.03,301.85
1499.25,302.58
1499.47,303.25
1499.7,303.92
1499.93,304.46
1500.15,305.02
1500.38,304.99
1500.6,304.72
1500.82,304.44
1501.05,304.28
1501.28,304.0
1501.5,303.41
1501.73,301.69
1501.95,296.93
1502.18,291.84
1502.4,287.57
1502.63,283.41
1502.85,279.65
1503.08,280.99
1503.31,283.57
1503.53,283.59
1503.76,284.37
1503.98,285.5
1504.21,282.58
1504.44,278.1
1504.66,277.09
1504.89,276.22
1505.12,275.49
1505.34,277.74
1505.57,281.32
1505.8,284.38
1506.02,287.33
1506.25,290.59
1506.48,293.47
1506.7,295.89
1506.93,297.18
1507.16,297.48
1507.39,297.76
1507.61,296.87
1507.84,295.07
1508.07,293.43
1508.3,292.65
1508.52,291.93
1508.75,291.84
1508.98,293.39
1509.21,295.28
1509.43,296.66
1509.66,297.89
1509.89,299.09
1510.12,299.4
1510.35,299.45
1510.57,299.51
1510.8,299.72
1511.03,299.62
1511.26,299.07
1511.49,298.03
1511.72,296.46
1511.94,294.94
1512.17,293.51
1512.4,292.61
1512.63,291.84
1512.86,291.96
1513.09,291.96
1513.32,292.08
1513.55,291.84
1513.78,291.99
1514.01,291.82
1514.23,292.03
1514.46,292.47
1514.69,293.1
1514.92,293.62
1515.15,294.12
1515.38,293.97
1515.61,293.56
1515.84,292.95
1516.07,292.33
1516.3,291.34
1516.53,291.07
1516.76,290.87
1516.99,291.45
1517.22,291.97
1517.45,293.03
1517.68,293.74
1517.91,294.14
1518.14,293.57
1518.37,293.22
1518.6,292.74
1518.83,291.93
1519.06,291.47
1519.3,292.04
1519.53,292.29
1519.76,292.45
1519.99,292.63
1520.22,291.7
1520.45,290.46
1520.68,289.68
1520.91,288.75
1521.14,287.11
1521.38,286.68
1521.61,286.63
1521.84,286.33
1522.07,286.04
1522.3,286.36
1522.53,287.28
1522.77,287.8
1523.0,288.3
1523.23,288.96
1523.46,289.89
1523.69,289.76
1523.93,288.62
1524.16,287.93
1524.39,287.36
1524.62,286.52
1524.85,285.69
1525.09,286.9
1525.32,287.97
1525.55,288.74
1525.79,289.49
1526.02,290.58
1526.25,290.45
1526.48,289.94
1526.72,289.47
1526.95,289.57
1527.18,289.75
1527.42,289.95
1527.65,290.1
1527.88,290.3
1528.12,290.12
1528.35,289.66
1528.58,289.11
1528.82,287.51
1529.05,284.94
1529.29,282.29
1529.52,279.85
1529.75,277.35
1529.99,276.22
1530.22,277.17
1530.46,279.08
1530.69,281.46
1530.93,284.11
1531.16,286.29
1531.39,287.37
1531.63,287.52
1531.86,286.99
1532.1,286.39
1532.33,285.86
1532.57,285.3
1532.8,284.88
1533.04,283.98
1533.27,283.3
1533.51,282.69
1533.74,281.66
1533.98,280.35
1534.21,280.54
1534.45,280.69
1534.68,280.66
1534.92,281.57
1535.16,283.02
1535.39,283.6
1535.63,283.94
1535.86,284.52
1536.1,284.75
1536.33,284.72
1536.57,284.81
1536.81,284.77
1537.04,283.93
1537.28,282.82
1537.52,281.94
1537.75,280.88
1537.99,279.49
1538.22,279.32
1538.46,279.94
1538.7,280.09
1538.94,279.05
1539.17,278.77
1539.41,278.03
1539.65,276.3
1539.88,274.31
1540.12,274.74
1540.36,275.08
1540.59,275.1
1540.83,275.94
1541.07,277.61
1541.31,278.19
1541.55,278.23
1541.78,278.62
1542.02,278.86
1542.26,278.85
1542.5,278.79
1542.73,279.04
1542.97,279.69
1543.21,280.19
1543.45,280.64
1543.69,280.97
1543.93,281.38
1544.16,281.38
1544.4,281.36
1544.64,281.33
1544.88,281.57
1545.12,281.67
1545.36,281.7
1545.59,281.58
1545.83,281.4
1546.07,281.04
1546.31,280.51
1546.55,279.19
1546.79,278.03
1547.03,276.47
1547.27,274.71
1547.51,272.93
1547.75,272.85
1547.99,272.63
1548.23,272.97
1548.47,273.83
1548.71,275.23
1548.95,275.48
1549.19,275.29
1549.43,275.12
1549.67,274.5
1549.91,273.75
1550.15,273.16
1550.39,273.39
1550.63,273.52
1550.87,274.38
1551.11,275.16
1551.35,276.18
1551.59,276.78
1551.83,277.32
1552.07,277.47
1552.31,277.35
1552.55,276.25
1552.8,275.01
1553.04,274.05
1553.28,272.59
1553.52,270.97
1553.76,269.99
1554.0,269.81
1554.24,269.66
1554.48,270.13
1554.73,270.25
1554.97,270.78
1555.21,270.51
1555.45,270.15
1555.69,269.38
1555.94,269.54
1556.18,269.58
1556.42,270.44
1556.66,271.37
1556.91,272.51
1557.15,273.09
1557.39,273.56
1557.63,273.14
1557.88,272.7
1558.12,272.25
1558.36,272.13
1558.6,271.37
1558.85,270.99
1559.09,270.7
1559.33,270.37
1559.58,269.82
1559.82,270.26
1560.06,271.16
1560.31,271.99
1560.55,272.83
1560.79,273.77
1561.04,274.5
1561.28,274.63
1561.52,273.98
1561.77,273.46
1562.01,273.18
1562.26,272.77
1562.5,271.81
1562.74,270.91
1562.99,270.42
1563.23,269.76
1563.48,269.05
1563.72,268.7
1563.97,269.68
1564.21,269.91
1564.46,270.56
1564.7,271.18
1564.94,271.8
1565.19,270.63
1565.44,270.12
1565.68,269.19
1565.93,268.11
1566.17,267.09
1566.42,267.26
1566.66,267.39
1566.91,267.54
1567.15,267.67
1567.4,267.37
1567.64,266.75
1567.89,266.09
1568.14,265.35
1568.38,264.9
1568.63,264.73
1568.87,264.89
1569.12,265.15
1569.37,265.36
1569.61,265.26
1569.86,265.9
1570.1,266.87
1570.35,267.54
1570.6,268.46
1570.84,269.63
1571.09,270.28
1571.34,270.41
1571.59,270.43
1571.83,269.68
1572.08,269.03
1572.33,268.68
1572.57,268.14
1572.82,267.41
1573.07,267.92
1573.32,268.05
1573.56,266.05
1573.81,264.76
1574.06,263.4
1574.31,259.14
1574.56,255.1
1574.8,255.12
1575.05,254.58
1575.3,253.21
1575.55,256.18
1575.8,258.75
1576.04,256.72
1576.29,253.75
1576.54,252.37
1576.79,248.58
1577.04,244.99
1577.29,245.6
1577.54,248.24
1577.79,251.42
1578.03,255.41
1578.28,259.41
1578.53,261.72
1578.78,263.51
1579.03,264.04
1579.28,264.14
1579.53,264.8
1579.78,265.61
1580.03,265.62
1580.28,266.0
1580.53,265.93
1580.78,265.96
1581.03,265.46
1581.28,263.5
1581.53,261.14
1581.78,258.86
1582.03,256.55
1582.28,254.97
1582.53,255.47
1582.78,256.26
1583.03,257.17
1583.28,258.1
1583.53,258.48
1583.78,257.88
1584.03,258.02
1584.28,258.92
1584.54,259.95
1584.79,260.91
1585.04,261.78
1585.29,261.97
1585.54,261.39
1585.79,260.57
1586.04,260.38
1586.29,259.7
1586.55,258.86
1586.8,257.9
1587.05,257.06
1587.3,255.24
1587.55,254.22
1587.81,252.7
1588.06,250.55
1588.31,246.6
1588.56,243.25
1588.81,239.53
1589.07,236.92
1589.32,235.73
1589.57,237.64
1589.82,239.67
1590.08,241.6
1590.33,243.2
1590.58,244.41
1590.84,244.92
1591.09,246.02
1591.34,248.05
1591.6,250.59
1591.85,253.45
1592.1,256.06
1592.36,258.05
1592.61,259.38
1592.86,260.2
1593.12,260.46
1593.37,260.42
1593.63,260.42
1593.88,260.61
1594.13,260.92
1594.39,261.3
1594.64,261.47
1594.9,260.99
1595.15,259.87
1595.41,257.37
1595.66,254.47
1595.91,251.6
1596.17,249.71
1596.42,248.7
1596.68,250.19
1596.93,252.46
1597.19,255.36
1597.44,257.93
1597.7,259.93
1597.95,260.53
1598.21,260.04
1598.46,258.83
1598.72,257.54
1598.98,256.38
1599.23,255.48
1599.49,255.81
1599.74,255.85
1600.0,255.48
1600.26,254.73
1600.51,253.6
1600.77,251.73
1601.03,250.85
1601.28,250.63
1601.54,250.87
1601.79,251.44
1602.05,252.41
1602.31,252.66
1602.56,252.84
1602.82,253.19
1603.08,253.49
1603.33,253.46
1603.59,253.61
1603.85,253.32
1604.11,252.61
1604.36,251.79
1604.62,251.3
1604.88,251.2
1605.14,251.52
1605.39,251.52
1605.65,251.24
1605.91,250.51
1606.17,249.36
1606.43,248.19
1606.68,248.17
1606.94,248.81
1607.2,249.97
1607.46,251.23
1607.72,252.25
1607.98,252.65
1608.23,252.69
1608.49,252.32
1608.75,251.09
1609.01,248.96
1609.27,246.33
1609.53,243.17
1609.79,239.97
1610.05,238.36
1610.31,238.45
1610.56,239.29
1610.82,240.98
1611.08,242.75
1611.34,243.79
1611.6,244.26
1611.86,244.56
1612.12,244.81
1612.38,245.62
1612.64,246.54
1612.9,247.27
1613.16,247.66
1613.42,247.76
1613.68,247.53
1613.94,247.26
1614.2,247.17
1614.47,247.09
1614.73,246.48
1614.99,244.99
1615.25,242.81
1615.51,240.46
1615.77,238.31
1616.03,236.83
1616.29,236.69
1616.55,237.49
1616.81,238.61
1617.08,240.53
1617.34,242.58
1617.6,244.19
1617.86,245.54
1618.12,246.38
1618.39,246.4
1618.65,246.39
1618.91,246.17
1619.17,245.0
1619.43,243.54
1619.7,241.48
1619.96,238.92
1620.22,236.47
1620.48,235.78
1620.74,236.09
1621.01,237.22
1621.27,238.71
1621.53,240.48
1621.8,241.35
1622.06,242.07
1622.32,243.11
1622.59,244.29
1622.85,245.21
1623.11,246.33
1623.38,247.16
1623.64,247.08
1623.9,246.53
1624.17,245.77
1624.43,244.69
1624.69,243.69
1624.96,243.46
1625.22,243.59
1625.49,243.74
1625.75,244.11
1626.02,244.45
1626.28,244.48
1626.55,244.61
1626.81,245.07
1627.07,245.51
1627.34,245.88
1627.6,246.24
1627.87,246.46
1628.13,246.48
1628.4,246.39
1628.67,245.94
1628.93,245.23
1629.19,244.36
1629.46,243.27
1629.73,242.35
1629.99,242.16
1630.26,242.28
1630.52,242.44
1630.79,242.79
1631.06,243.02
1631.32,242.86
1631.59,242.69
1631.85,242.47
1632.12,242.15
1632.39,241.77
1632.65,240.68
1632.92,239.25
1633.19,238.23
1633.45,237.24
1633.72,236.52
1633.99,237.08
1634.25,238.12
1634.52,238.97
1634.79,239.85
1635.06,240.5
1635.32,240.61
1635.59,240.19
1635.86,238.81
1636.13,237.09
1636.39,235.32
1636.66,233.43
1636.93,232.06
1637.2,231.96
1637.46,231.16
1637.73,229.67
1638.0,228.17
1638.27,226.31
1638.54,224.31
1638.81,224.32
1639.08,225.18
1639.34,226.08
1639.61,227.07
1639.88,227.77
1640.15,227.41
1640.42,226.93
1640.69,226.4
1640.96,225.88
1641.23,225.51
1641.5,225.51
1641.77,225.83
1642.04,226.6
1642.31,227.66
1642.58,228.84
1642.84,229.61
1643.11,229.76
1643.39,229.7
1643.66,229.32
1643.93,228.26
1644.2,227.63
1644.47,227.68
1644.74,227.57
1645.01,227.78
1645.28,228.87
1645.55,229.81
1645.82,230.41
1646.09,231.12
1646.36,231.6
1646.63,231.77
1646.9,231.84
1647.18,231.9
1647.45,232.01
1647.72,232.04
1647.99,231.35
1648.26,230.49
1648.53,229.76
1648.81,228.84
1649.08,228.23
1649.35,228.93
1649.62,229.85
1649.89,230.05
1650.17,230.19
1650.44,230.11
1650.71,229.13
1650.98,228.37
1651.26,228.83
1651.53,229.51
1651.8,229.86
1652.07,230.43
1652.35,230.79
1652.62,230.41
1652.89,230.13
1653.17,230.44
1653.44,230.65
1653.71,230.57
1653.99,230.51
1654.26,230.25
1654.53,229.68
1654.81,229.49
1655.08,229.68
1655.35,229.99
1655.63,230.49
1655.9,230.97
1656.18,231.16
1656.45,231.2
1656.73,231.19
1657.0,231.11
1657.28,231.02
1657.55,230.97
1657.82,230.91
1658.1,230.59
1658.38,230.05
1658.65,229.5
1658.93,228.96
1659.2,228.63
1659.48,228.82
1659.75,229.34
1660.03,229.98
1660.3,230.66
1660.58,231.16
1660.85,231.38
1661.13,231.32
1661.41,231.06
1661.68,230.65
1661.96,230.14
1662.23,229.61
1662.51,229.04
1662.79,228.58
1663.06,228.32
1663.34,228.08
1663.62,227.89
1663.89,227.79
1664.17,227.6
1664.45,227.28
1664.72,226.84
1665.0,226.25
1665.28,225.7
1665.56,225.24
1665.83,224.89
1666.11,224.9
1666.39,225.09
1666.67,225.08
1666.94,225.0
1667.22,224.62
1667.5,223.47
1667.78,222.21
1668.06,221.34
1668.33,220.7
1668.61,220.86
1668.89,222.15
1669.17,223.54
1669.45,224.68
1669.73,225.63
1670.01,225.92
1670.29,225.66
1670.56,225.27
1670.84,224.53
1671.12,223.09
1671.4,221.29
1671.68,219.24
1671.96,217.11
1672.24,215.91
1672.52,216.11
1672.8,217.09
1673.08,218.54
1673.36,220.13
1673.64,221.13
1673.92,221.42
1674.2,221.25
1674.48,220.28
1674.76,218.96
1675.04,217.72
1675.32,216.36
1675.6,215.31
1675.88,215.34
1676.17,215.82
